31.0 APEX_CODE,DEBUG;APEX_PROFILING,DEBUG;CALLOUT,DEBUG;DB,DEBUG;SYSTEM,DEBUG;VALIDATION,DEBUG;VISUALFORCE,DEBUG;WORKFLOW,DEBUG
09:35:18.0 (269260407)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269334342)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269371515)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269427929)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269498639)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269517040)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269530136)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269579249)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269593363)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (269603383)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (270135339)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (276948094)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (277131376)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277177758)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277194441)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277214383)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277223772)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277238980)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277247771)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277292299)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277340945)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277383485)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277402659)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277428234)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277488948)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277505332)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (277552424)|DML_BEGIN|[185]|Op:Update|Type:copado__Copado_License__c|Rows:1
09:35:18.0 (292493962)|DML_END|[185]
09:35:18.0 (295452850)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296502316)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296581577)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296619990)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296665603)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296732920)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296750351)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296764760)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296809039)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296833122)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (296854621)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (297276131)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (303401843)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (303565417)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303637653)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303687062)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303768311)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303872831)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303897515)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303919171)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303942330)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303956256)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (303987278)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304010337)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304017279)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304039496)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304052594)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304061601)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304091753)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304100805)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304111432)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304171585)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (304251712)|DML_BEGIN|[143]|Op:Update|Type:copado__Copado_License__c|Rows:1
09:35:18.0 (318852842)|DML_END|[143]
09:35:18.0 (318942981)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (318960312)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (318978035)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (318987794)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320368743)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320461164)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320500159)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320544249)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320581518)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320590852)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320602113)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320646646)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320673993)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (320687680)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (321108025)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (326920488)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (327072633)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327117736)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327133820)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327152516)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327160806)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327184343)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327193244)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (327232877)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (329745318)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (329806409)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (329845335)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (329869930)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (329940584)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330065959)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330091509)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330113522)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330138645)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330152773)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330187215)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330210938)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330216697)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330240794)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330250576)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330277184)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330284381)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330302712)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330361572)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (330432454)|DML_BEGIN|[143]|Op:Update|Type:copado__Copado_License__c|Rows:1
09:35:18.0 (345914507)|DML_END|[143]
09:35:18.0 (346003858)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (346019301)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (346034753)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (346044092)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347133128)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347204259)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347242057)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347281297)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347315282)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347324732)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347332680)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347360636)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347373922)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347384214)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (347807578)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (354278652)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (354417166)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354455182)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354470146)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354486695)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354495225)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354510686)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354519152)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354534726)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354545562)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354554248)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354559545)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354570053)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354577265)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (354619712)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (356844772)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (356898226)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (356932971)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (356956690)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357007304)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357101789)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357124673)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357145522)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357164605)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357178324)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357208912)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357231475)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357237170)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357263954)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357316710)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (357387895)|DML_BEGIN|[143]|Op:Update|Type:copado__Copado_License__c|Rows:1
09:35:18.0 (372205061)|DML_END|[143]
09:35:18.0 (372275454)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (372290104)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (372302912)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (372312014)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373313426)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373394768)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373433761)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373473284)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373507245)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373516569)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373523625)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373552154)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373565398)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373576508)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (373937518)|SOQL_EXECUTE_BEGIN|[98]|Aggregations:0|SELECT Id, SetupOwnerId, SetupOwner.Name, copado__Enable_CCM__c, copado__Enable_Copado__c FROM Copado_License__c
09:35:18.0 (380389433)|SOQL_EXECUTE_END|[98]|Rows:2
09:35:18.0 (380637946)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380690340)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380707490)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380727784)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380736561)|ENTERING_MANAGED_PKG|copado
09:35:18.0 (380752431)|ENTERING_MANAGED_PKG|copado
